LIVRE	NOM	livre
était	VER:impf	être
du	PRP:det	du
reste	NOM	reste
son	DET:POS	son
seul	ADJ	seul
refuge	NOM	refuge
,	PUN	,
car	KON	car
il	PRO:PER	il
ne	ADV	ne
savait	VER:impf	savoir
où	ADV	où
loger	VER:infi	loger
.	SENT	.
Après	PRP	après
l'	DET:ART	le
éclatant	ADJ	éclatant
avortement	NOM	avortement
de	PRP	de
son	DET:POS	son
coup	NOM	coup
d'	PRP	de
essai	NOM	essai
théâtral	ADJ	théâtral
,	PUN	,
il	PRO:PER	il
n'	ADV	ne
osait	VER:impf	oser
rentrer	VER:infi	rentrer
dans	PRP	dans
le	DET:ART	le
logis	NOM	logis
qu'	PRO:REL	que
il	PRO:PER	il
occupait	VER:impf	occuper
,	PUN	,
rue	NOM	rue
Grenier-sur-l'Eau	NAM	Grenier-sur-l'Eau
,	PUN	,
vis-à-vis	ADV	vis-à-vis
le	DET:ART	le
Port-au-Foin	NOM	Port-au-Foin
,	PUN	,
ayant	VER:ppre	avoir
compté	VER:pper	compter
sur	PRP	sur
ce	PRO:DEM	ce
que	PRO:REL	que
M.	NOM	monsieur
le	DET:ART	le
prévôt	NOM	prévôt
devait	VER:impf	devoir
lui	PRO:PER	lui
donner	VER:infi	donner
de	PRP	de
son	DET:POS	son
épithalame	NOM	épithalame
pour	PRP	pour
payer	VER:infi	payer|payer
à	PRP	à
maître	NOM	maître
Guillaume	NAM	Guillaume
Doulx-Sire	NAM	Doulx-Sire
,	PUN	,
fermier	NOM	fermier
de	PRP	de
la	DET:ART	le
coutume	NOM	coutume
du	PRP:det	du
pied-fourché	NOM	pied-fourché
de	PRP	de
Paris	NAM	Paris
,	PUN	,
les	DET:ART	le
six	NUM	six
mois	NOM	moi|mois
de	PRP	de
loyer	NOM	loyer
qu'	PRO:REL	que
il	PRO:PER	il
lui	PRO:PER	lui
devait	VER:impf	devoir
,	PUN	,
c'est-à-dire	ADV	c'est-à-dire
douze	NUM	douze
sols	NOM	sol
parisis	ADJ	parisis
;	PUN	;
douze	NUM	douze
fois	NOM	foi|fois
la	DET:ART	le
valeur	NOM	valeur
de	PRP	de
ce	PRO:DEM	ce
qu'	PRO:REL	que
il	PRO:PER	il
possédait	VER:impf	posséder
au	PRP:det	au
monde	NOM	monde
,	PUN	,
y	PRO:PER	y
compris	VER:pper	comprendre
son	DET:POS	son
haut-de-chausses	NOM	haut-de-chausses
,	PUN	,
sa	DET:POS	son
chemise	NOM	chemise
et	KON	et
son	DET:POS	son
bicoquet	NOM	bicoquet
.	SENT	.
Après	PRP	après
avoir	VER:infi	avoir
un	DET:ART	un
moment	NOM	moment
réfléchi	ADJ	réfléchi
,	PUN	,
provisoirement	ADV	provisoirement
abrité	VER:pper	abriter
sous	PRP	sous
le	DET:ART	le
petit	ADJ	petit
guichet	NOM	guichet
de	PRP	de
la	DET:ART	le
prison	NOM	prison
du	PRP:det	du
trésorier	NOM	trésorier
de	PRP	de
la	DET:ART	le
Sainte-Chapelle	NAM	Sainte-Chapelle
,	PUN	,
au	PRP:det	au
gîte	NOM	gîte
qu'	PRO:REL	que
il	PRO:PER	il
élirait	VER:cond	élire
pour	PRP	pour
la	DET:ART	le
nuit	NOM	nuit
,	PUN	,
ayant	VER:ppre	avoir
tous	PRO:IND	tout
les	DET:ART	le
pavés	NOM	pavé
de	PRP	de
Paris	NAM	Paris
à	PRP	à
son	DET:POS	son
choix	NOM	choix
,	PUN	,
il	PRO:PER	il
se	PRO:PER	se
souvint	VER:simp	souvenir
d'	PRP	de
avoir	VER:infi	avoir
avisé	VER:pper	aviser
,	PUN	,
la	DET:ART	le
semaine	NOM	semaine
précédente	ADJ	précédent
,	PUN	,
rue	NOM	rue
de	PRP	de
la	DET:ART	le
Savaterie	NOM	Savaterie
,	PUN	,
à	PRP	à
la	DET:ART	le
porte	NOM	porte
d'	PRP	de
un	DET:ART	un
conseiller	NOM	conseiller
au	PRP:det	au
parlement	NOM	parlement
,	PUN	,
un	DET:ART	un
marche-pied	NOM	marche-pied
à	PRP	à
monter	VER:infi	monter
sur	PRP	sur
mule	NOM	mule
,	PUN	,
et	KON	et
de	PRP	de
s'	PRO:PER	se
être	VER:infi	être
dit	VER:pper	dire
que	KON	que
cette	PRO:DEM	ce
pierre	NOM	pierre
serait	VER:cond	être
,	PUN	,
dans	PRP	dans
l'	DET:ART	le
occasion	NOM	occasion
,	PUN	,
un	DET:ART	un
fort	ADV	fort
excellent	ADJ	excellent
oreiller	NOM	oreiller
pour	PRP	pour
un	DET:ART	un
mendiant	NOM	mendiant
ou	KON	ou
pour	PRP	pour
un	DET:ART	un
poète	NOM	poète
.	SENT	.
Il	PRO:PER	il
remercia	VER:simp	remercier
la	DET:ART	le
providence	NOM	providence
de	PRP	de
lui	PRO:PER	lui
avoir	VER:infi	avoir
envoyé	VER:pper	envoyer
cette	PRO:DEM	ce
bonne	ADJ	bon
idée	NOM	idée
;	PUN	;
mais	KON	mais
,	PUN	,
comme	KON	comme
il	PRO:PER	il
se	PRO:PER	se
préparait	VER:impf	préparer
à	PRP	à
traverser	VER:infi	traverser
la	DET:ART	le
place	NOM	place
du	PRP:det	du
Palais	NAM	Palais
pour	PRP	pour
gagner	VER:infi	gagner
le	DET:ART	le
tortueux	ADJ	tortueux
labyrinthe	NOM	labyrinthe
de	PRP	de
la	DET:ART	le
Cité	NAM	Cité
,	PUN	,
où	PRO:REL	où
serpentent	VER:pres	serpenter
toutes	PRO:IND	tout
ces	PRO:DEM	ce
vieilles	ADJ	vieux
soeurs	NOM	sœur
,	PUN	,
les	DET:ART	le
rues	NOM	rue
de	PRP	de
la	DET:ART	le
Barillerie	NOM	Barillerie
,	PUN	,
de	PRP	de
la	DET:ART	le
Vieille-Draperie	NOM	Vieille-Draperie
,	PUN	,
de	PRP	de
la	DET:ART	le
Savaterie	NOM	Savaterie
,	PUN	,
de	PRP	de
la	DET:ART	le
Juiverie	NAM	Juiverie
,	PUN	,
etc	ABR	etc
.	SENT	.
,	PUN	,
encore	ADV	encore
debout	ADV	debout
aujourd'hui	ADV	aujourd'hui
avec	PRP	avec
leurs	DET:POS	leur
maisons	NOM	maison
à	PRP	à
neuf	ADJ	neuf
étages	NOM	étage
,	PUN	,
il	PRO:PER	il
vit	VER:pres	vivre
la	DET:ART	le
procession	NOM	procession
du	PRP:det	du
pape	NOM	pape
des	PRP:det	du
fous	NOM	fou
qui	PRO:REL	qui
sortait	VER:impf	sortir
aussi	ADV	aussi
du	PRP:det	du
Palais	NAM	Palais
et	KON	et
se	PRO:PER	se
ruait	VER:impf	ruer
au	PRP:det	au
travers	NOM	travers
de	PRP	de
la	DET:ART	le
cour	NOM	cour
,	PUN	,
avec	PRP	avec
grands	ADJ	grand
cris	NOM	cri
,	PUN	,
grande	ADJ	grand
clarté	NOM	clarté
de	PRP	de
torches	NOM	torche
et	KON	et
sa	DET:POS	son
musique	NOM	musique
,	PUN	,
à	PRP	à
lui	PRO:PER	lui
Gringoire	NAM	Gringoire
.	SENT	.
Cette	PRO:DEM	ce
vue	NOM	vue
raviva	VER:simp	raviver
les	DET:ART	le
écorchures	NOM	écorchure
de	PRP	de
son	DET:POS	son
amour-propre	NOM	amour-propre
;	PUN	;
il	PRO:PER	il
s'	PRO:PER	se
enfuit	VER:pres	enfuir
.	SENT	.
Dans	PRP	dans
l'	DET:ART	le
amertume	NOM	amertume
de	PRP	de
sa	DET:POS	son
mésaventure	NOM	mésaventure
dramatique	ADJ	dramatique
,	PUN	,
tout	PRO:IND	tout
ce	PRO:DEM	ce
qui	PRO:REL	qui
lui	PRO:PER	lui
rappelait	VER:impf	rappeler
la	DET:ART	le
fête	NOM	fête
du	PRP:det	du
jour	NOM	jour
l'	PRO:PER	la|le
aigrissait	VER:impf	aigrir
et	KON	et
faisait	VER:impf	faire
saigner	VER:infi	saigner
sa	DET:POS	son
plaie	NOM	plaie
.	SENT	.
Il	PRO:PER	il
voulut	VER:simp	vouloir
prendre	VER:infi	prendre
le	DET:ART	le
pont	NOM	pont
Saint-Michel	NAM	Saint-Michel
,	PUN	,
des	PRP:det	du
enfants	NOM	enfant
y	PRO:PER	y
couraient	VER:impf	courir
çà	ADV	çà
et	KON	et
là	ADV	là
avec	PRP	avec
des	PRP:det	du
lances	NOM	lance
à	PRP	à
feu	NOM	feu
et	KON	et
des	PRP:det	du
fusées	NOM	fusée
.	SENT	.
«Peste	NOM	«Peste
soit	KON	soit
des	PRP:det	du
chandelles	NOM	chandelle
d'	PRP	de
artifice	NOM	artifice
!	SENT	!
»	PUN:cit	»
dit	VER:pres	dire
Gringoire	NAM	Gringoire
,	PUN	,
et	KON	et
il	PRO:PER	il
se	PRO:PER	se
rabattit	VER:simp	rabattre
sur	PRP	sur
le	DET:ART	le
Pont-au-Change	NAM	Pont-au-Change
.	SENT	.
On	PRO:PER	on
avait	VER:impf	avoir
attaché	VER:pper	attacher
aux	PRP:det	au
maisons	NOM	maison
de	PRP	de
la	DET:ART	le
tête	NOM	tête
du	PRP:det	du
pont	NOM	pont
trois	NUM	trois
drapels	NOM	drapels
représentant	VER:ppre	représenter
le	DET:ART	le
roi	NOM	roi
,	PUN	,
le	DET:ART	le
dauphin	NOM	dauphin
et	KON	et
Marguerite	NAM	Marguerite
de	PRP	de
Flandre	NAM	Flandre
,	PUN	,
et	KON	et
six	NUM	six
petits	ADJ	petit
drapelets	NOM	drapelet
où	PRO:REL	où
étaient	VER:impf	être
_pourtraicts_	NOM	_pourtraicts_
le	DET:ART	le
duc	NOM	duc
d'	PRP	de
Autriche	NAM	Autriche
,	PUN	,
le	DET:ART	le
cardinal	NOM	cardinal
de	PRP	de
Bourbon	NAM	Bourbon
,	PUN	,
et	KON	et
M.	NOM	monsieur
de	PRP	de
Beaujeu	NAM	Beaujeu
,	PUN	,
et	KON	et
madame	NOM	madame
Jeanne	NAM	Jeanne
de	PRP	de
France	NAM	France
,	PUN	,
et	KON	et
M.	NOM	monsieur
le	DET:ART	le
bâtard	NOM	bâtard
de	PRP	de
Bourbon	NAM	Bourbon
,	PUN	,
et	KON	et
je	PRO:PER	je
ne	ADV	ne
sais	VER:pres	savoir
qui	PRO	qui
encore	ADV	encore
;	PUN	;
le	DET:ART	le
tout	ADV	tout
éclairé	VER:pper	éclairer
de	PRP	de
torches	NOM	torche
.	SENT	.
La	DET:ART	le
cohue	NOM	cohue
admirait	VER:impf	admirer
.	SENT	.
«Heureux	ADJ	«Heureux
peintre	NOM	peintre
Jehan	NAM	Jehan
Fourbault	NAM	Fourbault
!	SENT	!
»	PUN:cit	»
dit	VER:pres	dire
Gringoire	NAM	Gringoire
avec	PRP	avec
un	DET:ART	un
gros	ADJ	gros
soupir	NOM	soupir
,	PUN	,
et	KON	et
il	PRO:PER	il
tourna	VER:simp	tourner
le	DET:ART	le
dos	NOM	dos
aux	PRP:det	au
drapels	NOM	drapels
et	KON	et
drapelets	NOM	drapelet
.	SENT	.
Une	DET:ART	un
rue	NOM	rue
était	VER:impf	être
devant	PRP	devant
lui	PRO:PER	lui
;	PUN	;
il	PRO:PER	il
la	PRO:PER	la
trouva	VER:simp	trouver
si	ADV	si
noire	ADJ	noir
et	KON	et
si	ADV	si
abandonnée	VER:pper	abandonner
qu'	KON	que
il	PRO:PER	il
espéra	VER:simp	espérer
y	PRO:PER	y
échapper	VER:infi	échapper
à	PRP	à
tous	PRO:IND	tout
les	DET:ART	le
retentissements	NOM	retentissement
comme	KON	comme
à	PRP	à
tous	PRO:IND	tout
les	DET:ART	le
rayonnements	NOM	rayonnement
de	PRP	de
la	DET:ART	le
fête	NOM	fête
.	SENT	.
Il	PRO:PER	il
s'	PRO:PER	se
y	PRO:PER	y
enfonça	VER:simp	enfoncer
.	SENT	.
Au	PRP:det	au
bout	NOM	bout
de	PRP	de
quelques	PRO:IND	quelque
instants	NOM	instant
,	PUN	,
son	DET:POS	son
pied	NOM	pied
heurta	VER:simp	heurter
un	DET:ART	un
obstacle	NOM	obstacle
;	PUN	;
il	PRO:PER	il
trébucha	VER:simp	trébucher
et	KON	et
tomba	VER:simp	tomber
.	SENT	.
C'	PRO:DEM	ce
était	VER:impf	être
la	DET:ART	le
botte	NOM	botte
de	PRP	de
mai	NOM	mai
,	PUN	,
que	KON	que
les	DET:ART	le
clercs	NOM	clerc
de	PRP	de
la	DET:ART	le
basoche	NOM	basoche
avaient	VER:impf	avoir
déposée	VER:pper	déposer
le	DET:ART	le
matin	NOM	matin
à	PRP	à
la	DET:ART	le
porte	NOM	porte
d'	PRP	de
un	DET:ART	un
président	NOM	président
au	PRP:det	au
parlement	NOM	parlement
,	PUN	,
en	PRP	en
l'	DET:ART	le
honneur	NOM	honneur
de	PRP	de
la	DET:ART	le
solennité	NOM	solennité
du	PRP:det	du
jour	NOM	jour
.	SENT	.
Gringoire	NAM	Gringoire
supporta	VER:simp	supporter
héroïquement	ADV	héroïquement
cette	PRO:DEM	ce
nouvelle	ADJ	nouveau
rencontre	NOM	rencontre
.	SENT	.
Il	PRO:PER	il
se	PRO:PER	se
releva	VER:simp	relever
et	KON	et
gagna	VER:simp	gagner
le	DET:ART	le
bord	NOM	bord
de	PRP	de
l'	DET:ART	le
eau	NOM	eau
.	SENT	.
Après	PRP	après
avoir	VER:infi	avoir
laissé	VER:pper	laisser
derrière	PRP	derrière
lui	PRO:PER	lui
la	DET:ART	le
tournelle	NOM	tournelle
civile	ADJ	civil
et	KON	et
la	DET:ART	le
tour	NOM	tour
criminelle	ADJ	criminel
,	PUN	,
et	KON	et
longé	VER:pper	longer
le	DET:ART	le
grand	ADJ	grand
mur	NOM	mur
des	PRP:det	du
jardins	NOM	jardin
du	PRP:det	du
roi	NOM	roi
,	PUN	,
sur	PRP	sur
cette	PRO:DEM	ce
grève	NOM	grève
non	ADV	non
pavée	VER:pper	paver
où	PRO:REL	où
la	DET:ART	le
boue	NOM	boue
lui	PRO:PER	lui
venait	VER:impf	venir
à	PRP	à
la	DET:ART	le
cheville	NOM	cheville
,	PUN	,
il	PRO:PER	il
arriva	VER:simp	arriver
à	PRP	à
la	DET:ART	le
pointe	NOM	pointe
occidentale	ADJ	occidental
de	PRP	de
la	DET:ART	le
Cité	NAM	Cité
,	PUN	,
et	KON	et
considéra	VER:simp	considérer
quelque	PRO:IND	quelque
temps	NOM	temps
l'	DET:ART	le
îlot	NOM	îlot
du	PRP:det	du
Passeur-aux-Vaches	NOM	Passeur-aux-Vaches
,	PUN	,
qui	PRO:REL	qui
a	VER:pres	avoir
disparu	VER:pper	disparaître
depuis	PRP	depuis
sous	PRP	sous
le	DET:ART	le
cheval	NOM	cheval
de	PRP	de
bronze	NOM	bronze
et	KON	et
le	DET:ART	le
Pont-Neuf	NAM	Pont-Neuf
.	SENT	.
L'	DET:ART	le
îlot	NOM	îlot
lui	PRO:PER	lui
apparaissait	VER:impf	apparaître
dans	PRP	dans
l'	DET:ART	le
ombre	NOM	ombre
comme	KON	comme
une	DET:ART	un
masse	NOM	masse
noire	ADJ	noir
au	PRP:det	au
delà	ADV	delà
de	PRP	de
l'	DET:ART	le
étroit	ADJ	étroit
cours	NOM	cour|cours
d'	PRP	de
eau	NOM	eau
blanchâtre	ADJ	blanchâtre
qui	PRO:REL	qui
l'	DET:ART	le
en	PRO:PER	en
séparait	VER:impf	séparer
.	SENT	.
On	PRO:PER	on
y	PRO:PER	y
devinait	VER:impf	deviner
,	PUN	,
au	PRP:det	au
rayonnement	NOM	rayonnement
d'	PRP	de
une	DET:ART	un
petite	ADJ	petit
lumière	NOM	lumière
,	PUN	,
l'	DET:ART	le
espèce	NOM	espèce
de	PRP	de
hutte	NOM	hutte
en	PRP	en
forme	NOM	forme
de	PRP	de
ruche	NOM	ruche
où	PRO:REL	où
le	DET:ART	le
passeur	NOM	passeur
aux	PRP:det	au
vaches	NOM	vache
s'	PRO:PER	se
abritait	VER:impf	abriter
la	DET:ART	le
nuit	NOM	nuit
.	SENT	.
«Heureux	ADJ	«Heureux
passeur	NOM	passeur
aux	PRP:det	au
vaches	NOM	vache
!	SENT	!
pensa	VER:simp	penser
Gringoire	NAM	Gringoire
;	PUN	;
tu	PRO:PER	tu
ne	ADV	ne
songes	VER:pres	songer
pas	ADV	pas
à	PRP	à
la	DET:ART	le
gloire	NOM	gloire
et	KON	et
tu	PRO:PER	tu
ne	ADV	ne
fais	VER:pres	faire
pas	ADV	pas
d'	PRP	de
épithalames	NOM	épithalame
!	SENT	!
Que	KON	que
t'	PRO:PER	te
importent	VER:pres	importer
les	DET:ART	le
rois	NOM	roi
qui	PRO:REL	qui
se	PRO:PER	se
marient	VER:pres	marier
et	KON	et
les	DET:ART	le
duchesses	NOM	duchesse
de	PRP	de
Bourgogne	NAM	Bourgogne
!	SENT	!
Tu	PRO:PER	tu
ne	ADV	ne
connais	VER:pres	connaître
d'	PRP	de
autres	ADJ	autre
marguerites	NOM	marguerite
que	KON	que
celles	PRO:DEM	celui
que	KON	que
ta	DET:POS	ton
pelouse	NOM	pelouse
d'	PRP	de
avril	NOM	avril
donne	VER:pres	donner
à	PRP	à
brouter	VER:infi	brouter
à	PRP	à
tes	DET:POS	ton
vaches	NOM	vache
!	SENT	!
Et	KON	et
moi	PRO:PER	moi
,	PUN	,
poète	ADJ	poète
,	PUN	,
je	PRO:PER	je
suis	VER:pres	suivre|être
hué	VER:pper	huer
,	PUN	,
et	KON	et
je	PRO:PER	je
grelotte	VER:pres	grelotter
,	PUN	,
et	KON	et
je	PRO:PER	je
dois	VER:pres	devoir
douze	NUM	douze
sous	PRP	sous
,	PUN	,
et	KON	et
ma	DET:POS	mon
semelle	NOM	semelle
est	VER:pres	être
si	ADV	si
transparente	ADJ	transparent
qu'	KON	que
elle	PRO:PER	elle
pourrait	VER:cond	pouvoir
servir	VER:infi	servir
de	PRP	de
vitre	NOM	vitre
à	PRP	à
ta	DET:POS	ton
lanterne	NOM	lanterne
.	SENT	.
Merci	NOM	merci
!	SENT	!
passeur	NOM	passeur
aux	PRP:det	au
vaches	NOM	vache
!	SENT	!
ta	DET:POS	ton
cabane	NOM	cabane
repose	VER:pres	reposer
ma	DET:POS	mon
vue	NOM	vue
,	PUN	,
et	KON	et
me	PRO:PER	me
fait	VER:pres	faire
oublier	VER:infi	oublier
Paris	NAM	Paris
!	SENT	!
»	PUN:cit	»
Il	NAM	Il
fut	VER:simp	être
réveillé	VER:pper	réveiller
de	PRP	de
son	DET:POS	son
extase	NOM	extase
presque	ADV	presque
lyrique	ADJ	lyrique
par	PRP	par
un	DET:ART	un
gros	ADV	gros
double	ADJ	double
pétard	NOM	pétard
de	PRP	de
la	DET:ART	le
Saint-Jean	NAM	Saint-Jean
,	PUN	,
qui	PRO:REL	qui
partit	VER:simp	partir
brusquement	ADV	brusquement
de	PRP	de
la	DET:ART	le
bienheureuse	ADJ	bienheureux
cabane	NOM	cabane
.	SENT	.
C'	PRO:DEM	ce
était	VER:impf	être
le	DET:ART	le
passeur	NOM	passeur
aux	PRP:det	au
vaches	NOM	vache
qui	PRO:REL	qui
prenait	VER:impf	prendre
sa	DET:POS	son
part	NOM	part
des	PRP:det	du
réjouissances	NOM	réjouissance
du	PRP:det	du
jour	NOM	jour
et	KON	et
se	PRO:PER	se
tirait	VER:impf	tirer
un	DET:ART	un
feu	NOM	feu
d'	PRP	de
artifice	NOM	artifice
.	SENT	.
Ce	PRO:DEM	ce
pétard	NOM	pétard
fit	VER:simp	faire
hérisser	VER:infi	hérisser
l'	DET:ART	le
épiderme	NOM	épiderme
de	PRP	de
Gringoire	NAM	Gringoire
.	SENT	.
«Maudite	ADJ	«Maudite
fête	NOM	fête
!	SENT	!
s'	PRO:PER	se
écria	VER:simp	écrier
-t-il	PRO:PER	il
,	PUN	,
me	PRO:PER	me
poursuivras	VER:futu	poursuivre
-tu	PRO:PER	tu
partout	ADV	partout
?	SENT	?
Oh	INT	oh
!	SENT	!
mon	DET:POS	mon
Dieu	NOM	Dieu
!	SENT	!
jusque	PRP	jusque
chez	PRP	chez
le	DET:ART	le
passeur	NOM	passeur
aux	PRP:det	au
vaches	NOM	vache
!	SENT	!
»	PUN:cit	»
Puis	NOM	Puis
il	PRO:PER	il
regarda	VER:simp	regarder
la	DET:ART	le
Seine	NAM	Seine
à	PRP	à
ses	DET:POS	son
pieds	NOM	pied
,	PUN	,
et	KON	et
une	DET:ART	un
horrible	ADJ	horrible
tentation	NOM	tentation
le	PRO:PER	le
prit	VER:simp	prendre
:	PUN	:
«Oh	ADJ	«Oh
!	SENT	!
dit	VER:pres	dire
-il	PRO:PER	il
,	PUN	,
que	PRO:REL	que
volontiers	ADV	volontiers
je	PRO:PER	je
me	PRO:PER	me
noierais	VER:cond	noyer
,	PUN	,
si	KON	si
l'	DET:ART	le
eau	NOM	eau
n'	ADV	ne
était	VER:impf	être
pas	ADV	pas
si	ADV	si
froide	ADJ	froid
!	SENT	!
»	PUN:cit	»
Alors	NAM	Alors
il	PRO:PER	il
lui	PRO:PER	lui
vint	VER:simp	venir
une	DET:ART	un
résolution	NOM	résolution
désespérée	ADJ	désespéré
.	SENT	.
C'	PRO:DEM	ce
était	VER:impf	être
,	PUN	,
puisqu'il	NOM	puisqu'il
ne	ADV	ne
pouvait	VER:impf	pouvoir
échapper	VER:infi	échapper
au	PRP:det	au
pape	NOM	pape
des	PRP:det	du
fous	NOM	fou
,	PUN	,
aux	PRP:det	au
drapelets	NOM	drapelet
de	PRP	de
Jehan	NAM	Jehan
Fourbault	NAM	Fourbault
,	PUN	,
aux	PRP:det	au
bottes	NOM	botte
de	PRP	de
mai	NOM	mai
,	PUN	,
aux	PRP:det	au
lances	NOM	lance
à	PRP	à
feu	NOM	feu
et	KON	et
aux	PRP:det	au
pétards	NOM	pétard
,	PUN	,
de	PRP	de
s'	PRO:PER	se
enfoncer	VER:infi	enfoncer
hardiment	ADV	hardiment
au	PRP:det	au
coeur	NOM	cœur
même	ADJ	même
de	PRP	de
la	DET:ART	le
fête	NOM	fête
,	PUN	,
et	KON	et
d'	PRP	de
aller	VER:infi	aller
à	PRP	à
la	DET:ART	le
place	NOM	place
de	PRP	de
Grève	NAM	Grève
.	SENT	.
«Au	NOM	«Au
moins	ADV	moins
,	PUN	,
pensa	VER:simp	penser
-t-il	PRO:PER	il
,	PUN	,
j'	PRO:PER	je
y	PRO:PER	y
aurai	VER:futu	avoir
peut-être	ADV	peut-être
un	DET:ART	un
tison	NOM	tison
du	PRP:det	du
feu	NOM	feu
de	PRP	de
joie	NOM	joie
pour	PRP	pour
me	PRO:PER	me
réchauffer	VER:infi	réchauffer
,	PUN	,
et	KON	et
j'	PRO:PER	je
y	PRO:PER	y
pourrai	VER:futu	pouvoir
souper	VER:infi	souper
avec	PRP	avec
quelque	PRO:IND	quelque
miette	NOM	miette
des	PRP:det	du
trois	NUM	trois
grandes	ADJ	grand
armoiries	NOM	armoiries
de	PRP	de
sucre	NOM	sucre
royal	ADJ	royal
qu'	PRO:REL	que
on	PRO:PER	on
a	VER:pres	avoir
dû	VER:pper	devoir
y	PRO:PER	y
dresser	VER:infi	dresser
sur	PRP	sur
le	DET:ART	le
buffet	NOM	buffet
public	ADJ	public
de	PRP	de
la	DET:ART	le
ville	NOM	ville
.	SENT	.
»	PUN:cit	»
II	NUM	II
LA	NAM	LA
PLACE	NAM	PLACE
DE	NAM	DE
GRÈVE	NAM	GRÈVE
Il	NAM	Il
ne	ADV	ne
reste	VER:pres	rester
aujourd'hui	ADV	aujourd'hui
qu'	KON	que
un	DET:ART	un
bien	ADV	bien
imperceptible	ADJ	imperceptible
vestige	NOM	vestige
de	PRP	de
la	DET:ART	le
place	NOM	place
de	PRP	de
Grève	NAM	Grève
telle	PRO:DEM	tel
qu'	PRO:REL	que
elle	PRO:PER	elle
existait	VER:impf	exister
alors	ADV	alors
.	SENT	.
C'	PRO:DEM	ce
est	VER:pres	être
la	DET:ART	le
charmante	ADJ	charmant
tourelle	NOM	tourelle
qui	PRO:REL	qui
occupe	VER:pres	occuper
l'	DET:ART	le
angle	NOM	angle
nord	ADJ	nord
de	PRP	de
la	DET:ART	le
place	NOM	place
,	PUN	,
et	KON	et
qui	PRO:REL	qui
,	PUN	,
déjà	ADV	déjà
ensevelie	VER:pper	ensevelir
sous	PRP	sous
l'	DET:ART	le
ignoble	ADJ	ignoble
badigeonnage	NOM	badigeonnage
qui	PRO:REL	qui
empâte	VER:pres	empâter
les	DET:ART	le
vives	ADJ	vif
arêtes	NOM	arête
de	PRP	de
ses	DET:POS	son
sculptures	NOM	sculpture
,	PUN	,
aura	VER:futu	avoir
bientôt	ADV	bientôt
disparu	VER:pper	disparaître
peut-être	ADV	peut-être
,	PUN	,
submergée	VER:pper	submerger
par	PRP	par
cette	PRO:DEM	ce
crue	NOM	crue
de	PRP	de
maisons	NOM	maison
neuves	ADJ	neuf
qui	PRO:REL	qui
dévore	VER:pres	dévorer
si	ADV	si
rapidement	ADV	rapidement
toutes	PRO:IND	tout
les	DET:ART	le
vieilles	ADJ	vieux
façades	NOM	façade
de	PRP	de
Paris	NAM	Paris
.	SENT	.
Les	DET:ART	le
personnes	NOM	personne
qui	PRO:REL	qui
,	PUN	,
comme	KON	comme
nous	PRO:PER	nous
,	PUN	,
ne	ADV	ne
passent	VER:pres	passer
jamais	ADV	jamais
sur	PRP	sur
la	DET:ART	le
place	NOM	place
de	PRP	de
Grève	NAM	Grève
sans	PRP	sans
donner	VER:infi	donner
un	DET:ART	un
regard	NOM	regard
de	PRP	de
pitié	NOM	pitié
et	KON	et
de	PRP	de
sympathie	NOM	sympathie
à	PRP	à
cette	PRO:DEM	ce
pauvre	ADJ	pauvre
tourelle	NOM	tourelle
étranglée	VER:pper	étrangler
entre	PRP	entre
deux	NUM	deux
masures	NOM	masure
du	PRP:det	du
temps	NOM	temps
de	PRP	de
Louis	NAM	Louis
XV	NUM	XV
,	PUN	,
peuvent	VER:pres	pouvoir
reconstruire	VER:infi	reconstruire
aisément	ADV	aisément
dans	PRP	dans
leur	DET:POS	leur
pensée	NOM	pensée
l'	DET:ART	le
ensemble	NOM	ensemble
d'	PRP	de
édifices	NOM	édifice
auquel	PRO:REL	auquel
elle	PRO:PER	elle
appartenait	VER:impf	appartenir
,	PUN	,
et	KON	et
y	PRO:PER	y
retrouver	VER:infi	retrouver
entière	ADJ	entier
la	DET:ART	le
vieille	ADJ	vieux
place	NOM	place
gothique	ADJ	gothique
du	PRP:det	du
quinzième	NUM	quinzième
siècle	NOM	siècle
.	SENT	.
C'	PRO:DEM	ce
était	VER:impf	être
,	PUN	,
comme	ADV	comme
aujourd'hui	ADV	aujourd'hui
,	PUN	,
un	DET:ART	un
trapèze	NOM	trapèze
irrégulier	ADJ	irrégulier
bordé	VER:pper	border
d'	PRP	de
un	DET:ART	un
côté	NOM	côté
par	PRP	par
le	DET:ART	le
quai	NOM	quai
,	PUN	,
et	KON	et
des	PRP:det	du
trois	NOM	trois
autres	ADJ	autre
par	PRP	par
une	DET:ART	un
série	NOM	série
de	PRP	de
maisons	NOM	maison
hautes	ADJ	haut
,	PUN	,
étroites	ADJ	étroit
et	KON	et
sombres	ADJ	sombre
.	SENT	.
Le	DET:ART	le
jour	NOM	jour
,	PUN	,
on	PRO:PER	on
pouvait	VER:impf	pouvoir
admirer	VER:infi	admirer
la	DET:ART	le
variété	NOM	variété
de	PRP	de
ses	DET:POS	son
édifices	NOM	édifice
,	PUN	,
tous	PRO:IND	tout
sculptés	VER:pper	sculpter
en	PRP	en
pierre	NOM	pierre
ou	KON	ou
en	PRP	en
bois	NOM	bois
,	PUN	,
et	KON	et
présentant	VER:ppre	présenter
déjà	ADV	déjà
de	PRP	de
complets	ADJ	complet
échantillons	NOM	échantillon
des	PRP:det	du
diverses	ADJ	divers
